Ticker
GENI
GENE
GPG
GENO
GETG
GETI B
GTAB B
GIAB
GTG
GOMERO
GOMX
BTCX
GBK
GPXMED
GREAT
GREEN
GRNG
GRANGX
GUARD
GGEO
GJAB
GHUS B
HDW B
HLDX
HALMEN
HAMLET B
SHB A
SHB B
HNSA
HANZA
HAV B
HAYPP
HEAD
HEBA B
HEGR
HEIM PREF
HELIO
HEMC
HEM
HMPLY
HM B
HRNTS
HEXA B
HTRO
HEXI
HPOL B
HIFA B
HIGHCO B
HILB B
HMS
HODL
HOFI
HOLM A
HOLM B
HOME B
HOODIN
HOYLU
HUBS
HUBSO
HUFV A
HUM
HUMBLE
HUSQ A
HUSQ B
HYCO
IAR B
ICO
IDOGEN
IDUN B
ABI
IS
IMINT
IMMU
IMMNOV
IMPC
IMP A SDB
IMSOL B
IMSYS
INCOAX
INDEX
INDU A
INDU C
INDT
IBT B
INFRA
INFREA
ISAB
INISS B
INIT
INSP
INSTAL
INTEG B
INT
IPCO
IVACC
INTRUM
IMS
SPLTN
INVE A
INVE B
INWI
IVSO
INZILE
IRIS
IRLAB A
IRRAS
ISOFOL
ISR
ITAB
ITECH
IZAFE B
JETPAK
JLT
JM
JOBS
JOMA
JOJK
JDT
JSSEC
GATE
K2A B
K2A PREF
KABE B
KAKEL
KAPIAB
KAMBI
KAN
KAR
KARO
KDEV
KAV
KEBNI B
KENH
KFAST B
KILI
KIND SDB
KINV A
KINV B
KJELL
KLARA B
KLAR
KLIMAT
KNOW
KOLL
KONT
KOBR B
KOPY
KRONA
KVIX
LAGR B
LAMM B
LATO B
LATF B
LAUR
LCT
LEMSE
L2S
LEO
LIDDS
LIFCO B
LCLEAN
LAIR
LIME
LINC
LIAB
LINKAB
LINKFI
LIPI
LPGO
LIPUM
LITI
LIVI
LADYLU
LMKG
LOGI A
LOGI B
LOGIST
LOHILO
LOOMIS
LOUDS
LOVI
LOYAL
LUC
LUMITO
LUND B
LUNE
LUG
LUMI
LXB
LYGRD
LYKO A
MACK B
MAGI
MAGLE
MAHA A
MEAB B
MANG
MANTEX
MAVEN
MAV
MBRS
MCAP
MCLR
MEDF
MEDHLP
M8G
MEGR
MCOV B
MEDIMI
MVIR B
MEKO
MLTR
MNTC
MESTRO
META
MSAB B
MPOS
MSON A
MSON B
MIDS
MIDW A
MIDW B
MILDEF
TIGO SDB
MINEST
MIPS
MIR
MISE
MOBA
MOB
MODEL B
ME
MTG A
MTG B
MODTX
MOFAST
MOMENT
MMGR B
MSOFT
MONI
MODI
MOV
MBBAB
MTI
MTRS
MYBEAT
MYCR
MYFC
MALAR
NANEXA
NANOCAP B
NANOFS
NICA
NATTA
NAXS
NCAB
NCC A
NCC B
NMAN
NELLY
NEOD
NEPA
NETI B
NETEL
NJOB
NETM B
NNH
NEWA B
NEWBRY
N55
NEXAM
NXAR
NXTMS
NXTCL
NFO
NGENIC
NGS
NIBE B
NICO
NILAR
NILS
NIL B
BOAT
NIMU
NIS
NITRO
NIVI B
NOBI
NOKIA SEK
NOLA B
NORDIG
NDA SE
NAIG B
NFGAB
NIO
LEVEL
NPAPER
NWG
NORB B
NOTEK
SAVE
NORSE
NBZ
CAPS
NG
NORVA
NOSIUM B
NOTE
NOWO
NTEK B
NOVU
NP3
NP3 PREF
NYF
OBDU B
OBDU PREF B
OBST
ODI
ODIN
OEM B
OGUN B
OMNI
SX3010PI
SX45PI
SX60PI
SX3020PI
SX30PI
SX4510PI
SX20PI
SX402020PI
SX50PI
OMXSLCPI
SX402030PI
SX55PI
SX4030PI
SX201020PI
OMXSMCPI
SX402040PI
SX201030PI
SX35PI
SX4040PI
SX40PI
OMXSSCPI
SX101010PI
OMXS30
OMXS30GI
OMXS50EW
OMXS60PI
OMXS60
OMXSPI
OMXSGI
SX10PI
SX15PI
SX4050PI
SX65PI
ONCO
ONCOZ
ONEF
OBAB
OPTER
OPTI
OPT
ORX
ORGC
ORTI A
ORTI B
ORT B
OP
OP PREF
OP PREFB
OSSD
OVZON
OX2
OXE
PAGERO
PNDX B
PDX
PARTY
PAX
PYDR
PAY
PEAB B
PEGRO PREF
PEPINS
PMED
PSCAND
PEXA B
PFE
PHLOG B
PHAL
PHARM
PHI
PCAT
PTRK
PIERCE
PILA
PLAZ B
PLEJD
PLEX
POLAR
POLYG
POLYMER
POLY
POOL B
PCELL
PREBON
PRCO B
PREC
PCOM B
SNX
PHOL PREF
PHYR B
PHYR PREF
PRESRV
PREV B
PRIC B
PACT
PROB
PROF B
PRFO
PENG B
PRLD
PRO
PROMO
PLUN
PROGEN
PROVIT
PURE
QBNK
QBRICK
QIIWI
QAIR
QLIFE
QLINEA
QLIRO
QLOSR B
QCORE
QUART
QUART PREF
QUIA
QBIT
RAIL
RAKE
RFAST
RPLAN
RATO A
RATO B
RAY B
RAYTL
RENEW
READ
REAL
REALFI
BELLE
RECY B
REDS
REDW
REJL B
RVN
RENT
RESP
RESQ
RESURS
RVRC
RHOVAC
RIZZO B
RLS
RO
RROS
RUG
S2M
SAAB B
SAFE
SLG B
SFL
SFTR
SAGA A
SAGA B
SAGA D
SALT B
SBB B
SBB D
SAMT B
SAND
SANION
SARS
SAS
YIELD
SAVOS
SAXG
SCA A
SCA B
SBOK
SCST
SHOT
SDOS
BIOGAS
SES
HEART
SCOL
SCIB
SCOUT
SDIP B
SDIP PREF
SEAF
SDS
STW
SEB A
SEB C
SECI
SECT B
SECU B
SEDANA
SELECT B
SEMC
SENSI
SDET
SELARM
SENS
SENZA
SEZI
SRNKE B
SERT
SNM
SMG
SHT B
SIGNUP
SIMRIS B
SINCH
SINT
SIVE
SCC B
SKA B
SKF A
SKF B
SKIS B
SKOLON
SKMO
SLEEP
SLITE
SLOTT B
SEYE
SMART SDB
GOGRID SDB
SMOL
SOCIAL
SOF B
SFAB
SOLIDX
SOLNA
SOLT
SONE
SOSI
SOUND
SOZAP
SPAC1
SPAGO
SPEC
SPEONE
SPEQT
SPERM
SFERIO
SPIFF
SPGR
SPRINT
SSAB A
SSAB B
STVA B
STAR A
STAR B
STABL
STEF B
SFAST
STIL
SF
STWK
STE A
STE R
STOR B
STORY B
STRAX
STREAM
STUDBO
SVIK
SUN4
SUS
SUST
SUSG
SWEC A
SWEC B
SWED A
SVED B
BUY
SECARE
SLP B
SWMA
SOBI
STRLNG
SWEM B
AERO
NYTTO
NYTTO PREF
SVOL A
SVOL B
SYDSV
SYNACT
SYNC B
SYNSAM
SYNT
SYSR
SODER
TAGM B
TALK
TANGI
TAUR B
TBD30 A
TCT
TCC A
TCAB B
TEL2 A
TEL2 B
TELIA
TELLUS
TSEC
TENDO
TEQ
TERRNT B
TESSIN
TETY
TFBANK
TH1NG
THINC
THULE
THUNDR
TIETOS
TPGR
TINGS
TITA B
TOBII
TDVOX
TOL
TOPR
TORSAB
TOUCH
TOURN
TRAC B
TRAD
TRAIN B
TRML
TRG
TRNSF
TRAN A
TRAN B
TIRO
TRANS
8TRA
TREL B
TRIAN B
TRIBO B
TROAX
TRUE B
TWIIK
UMIDA B
UNIBAP
UTG
UPSALE
URBIT
USWE
W5
VADS
WALL B
WAYS
VBG B
VEFAB
VOLAB
VERT B
WPAY
VESTUM
VPAB B
VPLAY A
VPLAY B
VSD B
WIG
VICO
WIHL
VSSAB B
WIL
VIMIAN
WISE
VIT B
VITR
VIVA
VIVE
WNT
VNV
VO2
VOLO
VOLO PREF
VOLV A
VOLV B
VOLCAR B
WTG
VULTS
WYLD
WBGR B
VH
VASLOG
XANO B
XAVI B
XBRANE
XINT
XMR
XPC
XPEC
XSPRAY
XVIVO
ZAPLOX
ZAZZ B
ZENZIP B
ZENI
ZESEC
ZICC
ZIGN
ZZ B
ZOOM
ZORDIX B
ZWIPE
ORES
